,HELBIDEA/DIRECCION
5296,"LAUKARIZ BIDEA, 8"
5297,"DERIO BIDEA, 46B"
5298,"DERIO BIDEA, 46B"
5299,GOGEASKOETXEA 5  
5300,GERRIKAITZ AUZOA 25  
5301,BARRIO BERREÑO 23  
5302,GERRIKAITZ AUZOA 6
5303,LUGAR BARRIO GERRIKA 8  
5304,HIRI-BARRUAN
5305,GERRIKAITZ AUZOA
5306,LUGAR BARRIO GERRIKAITZ 55C  
5307,OLABARRI 8
5308,OLABARRI 8
5309,BERREÑO AUZOA
5310,BERREÑO AUZOA 10 KURUTZEKU BASERRIA
5311,GERRIKAITZ 24
5312,GERRIKAITZ AUZOA 24 AITXARRA BASERRIA
5313,"GERRIKAITZ 32, MOTAUNE BASERRIA"
5314,PARQUIN 
5315,MUNITIBAR AUZOA 15
5316,MUNITIBAR AUZOA 24
5317,TOTORIKAKO AUZOBIDEAN
5318,"BERREÑO AUZOA, URNATEGI BASERRIA"
5319,GILLISTEGI 10
5320,GILLISTEGI-BEHEKOA KALEA 10 ETA 12
5321,USPARITXA 1
5322,KALEA OLABARRI 1 (48381)
5323,CL ALDAKA BIDEA 1
5324,"BARRIO GOIERRIA, 10"
5325,GOIERRIA AUZOA 19  
5326,LARRABE AUZOA 29  
5327,"BARRIO GOIERRIA, 23"
5328,BARRIO GOIERRIA 14
5329,BARRIO LARRABE 
5330,"BARRIO LARRABE, 46 "
5331,BARRIO LARRABE
5332,"BARRIO LARRABE, 53"
5333,"BARRIO LARRABE, 29"
5334,"ORDORIKA AUZOA, 20"
5335,NIDO EN ARBOL DETRAS CASERIO LANDA 
5336,"BARRIO LARRABE, 32"
5337,BARRIO LARRABE 11
5338,BO LARRABE 11
5339,BO KANPANTXUA 9
5340,KOBARON/ CAMINO LA HERMITA
5341,CM A MELLO 1
5342,PZ GLORIETAKO ENPARANTZA 8
5343,ASTELARRA
5344,"IZEBALE AUZOA, 7"
5345,LUGAR BARRIO ARIATZA 33A  
5346,"UGARTE AUZOA, 33"
5347,GOROZIKA AUZOA 45  
5348,MAGUNA AUZOA 26
5349,"SAN ROMAN AUZOA, 30"
5350,ORDORIKA AUZOA 6A  
5351,TXAKALE 3
5352,URRUTXUKO ERRETEGIA
5353,UNDA 15
5354,IBARRURI
5355,UNDA AUZOA
5356,SAN ROMAN 29
5357,"MAUME AUZOA, 28"
5358,"IBARRURI AUZOA, 7"
5359,"SAN ROMAN AUZOA, 1A"
5360,BARRIO SAN ROMÁN 30  
5361,"ORDORIKA AUZOA, 9"
5362,"ORDORIKA AUZOA, 8"
5363,"MUNIKETA AUZOA, 10"
5364,"AJURIA AUZOA, 20"
5365,GOROZIKA
5366,"ZILLONIZ AUZOA, 6"
5367,LUGAR BARRIO UGARTE 36A  
5368,GOROZIKA 51
5369,"UGARTEGOIKOA, 2"
5370,UGARTE AUZOA 5  
5371,LUGAR BARRIO ARIATZA 37B  
5372,IZEBAL AUZOA 7  
5373,LUGAR BARRIO AGIRRE 15B  
5374,"UGARTE AUZOA, 5"
5375,"ASTELARRA AUZOA, 33"
5376,"BERROJA AUZOA, 2"
5377,"ASTELARRA, 29"
5378,"UGARTE AUZOA, 22"
5379,"UGARTEGOIKOA AUZOA, 13"
5380,"ORMAETXE AUZOA, 12A"
5381,"UGARTE AUZOA, 33"
5382,"ORDORIKA AUZOA, 6"
5383,"BERROJA AUZOA, 5"
5384,"ORMAETXE AUZOA, 18"
5385,"ORMAETXE AUZOA, 18"
5386,ARIATZA AUZOA 37 (48392)
5387,SAN DIEGO 12
5388,USPARITXA AUZOA 4 (48392)
5389,"UGARTEGOIKOA, 9"
5390,"BERROJA AUZOA, 12"
5391,"ORMAETXE AUZOA, 8"
5392,"ORMAETXE AUZOA, 8"
5393,"UGARTE AUZOA, 32"
5394,"ZILLONIZ AUZOA, 19"
5395,ORDORIKA AUZOA 5 (48392)
5396,"ZABALE AUZOA, 11"
5397,"ZABALE AUZOA, 8"
5398,"UGARTE AUZOA, 18"
5399,"BERROIA AUZOA, 14"
5400,"GOROZIKA AUZOA, 19"
5401,"ARIATZA,2"
5402,"MAUME/MAGUNA,29"
5403,"ARIATZA, 26"
5404,KURTZERO 39
5405,"IBARRURI,6"
5406,"USPARITXA, 7"
5407,"ORDORIKA AUZOA, 21 "
5408,"ZABALE AUZOA, 8"
5409,"ARIATZA AUZOA, 37"
5410,"OKA AUZOA, 3"
5411,"AGIRRE AUZOA, 7"
5412,URGOZO BIDEA 25  
5413,"KURTZERO AUZOA, 3A"
5414,"AJURIA AUZOA, 15"
5415,"ARIATZA AUZOA, 35"
5416,AMOREBIETA-ECHANO
5417,AMOREBIETA-ECHANO
5418,"UGARTE AUZOA, 28"
5419,"UGARTE AUZOA, 28"
5420,LUGAR BARRIO ARIATZA 37B (48392)
5421,BO KURTZERO 69-C
5422,URIBARRI AUZOA
5423,LEKERIKA AUZOA
5424,LEKERIKA AUZOA
5425,LEKERIKA AUZOA 11
5426,MERIKA AUZOA 10
5427,IKAZURIETA AUZOA 14
5428,IKAZURIETA AUZOA 2
5429,MERIKA 10
5430,LEKERIKA AUZOA
5431,IKAZURIETA 15
5432,ELEXALDE AUZOA
5433,URIBARRI AUZOA
5434,LEKERIKA AUZOA 11
5435,INTXAURRAGA AUZOA 5B
5436,IKAZURIETA AUZOA 3
5437,URIBARRI-ZABALETA 17
5438,ELEXALDE AUZOA 44
5439,PIXAPE
5440,GOIMENDIA 3
5441,ANTIU KANPOSANTUA
5442,EGIDAZU KAIA KALEA 7  
5443,PIXAPE 8 BAJO
5444,ANTIGUA
5445,PIXAPE 8
5446,RENTERIA
5447,HILERRIA
5448,GOIMENDIA
5449,GOIMENDI S/N
5450,GALTZUARAN
5451,ARTABIDE 26-3I
5452,BARRIO RENTERIA
5453,KAMIÑAZPI 48
5454,BARRIO GOIMENDIA
5455,KAMIÑAZPI 65
5456,Bº GOROZIKA
5457,BARRIO GOIMENDIA
5458,PIXAPE 6
5459,KALEA KAMIÑAZPI 37DUP (48700)
5460,ARTABIDE KALEA 25 (48700)
5461,ARTABIDE KALEA 54 (48700)
5462,ANTIGUA (ERMITA)
5463,RENTERIA AUZOA 1 (48700)
5464,"KALEA SAN JUAN TXURRU 12, 5º IZD"
5465,KAMIÑALDE 7 5 A
5466,GATZARRIÑE 69
5467,KAMIÑAZPI 22
5468,"KALEHANDI 32,4º EZKERRA"
5469,KAMIÑAZPI
5470,ERRIBERA 15
5471,TXORIERREKA 38
5472,ERRIBERA 17
5473,"ARTA BIDE 45-4.DCHA,"
5474,ARTABIDE Nº 43-4ºB
5475,IBAIONDO
5476,KALE-HANDI 11
5477,GOIMENDI-SANTA CLARA
5478,ESCALERAS ERRIBERA
5479,"IPARKALE 22, 3º EZKERRA"
5480,BARRIO KORTETA
5481,ARTABIDE
5482,ARTABIDE
5483,IBAIONDO KALEA
5484,SANTA MARÍA KALEA 13  
5485,GORBEIA KALEA 20002  
5486,FRANCISCO MUÑOZ KALEA 9  
5487,AZAOLA AUZOA 1  
5488,LUGAR BARRIO BERAZA 2G  
5489,LUGAR BARRIO MURUETA 2A  
5490,MEATZA AUZOA 5  
5491,MEATZA AUZOA 3  
5492,IBARBURU AUZOA 1  
5493,LUGAR BARRIO UNIBASO 3A  
5494,FRANCISCO MUÑOZ KALEA 8  
5495,CAMINO BARRIO ANGURU
5496,LUGAR BARRIO VISTA ALEGRE 4C  
5497,ANUNZIBAI AUZOA 8  
5498,ALBIORRETA AUZOA 3  
5499,LUGAR BARRIO ANUNZIBAI 2L  
5500,LUGAR BARRIO ISASI 2B (48410)
5501,LUGAR BARRIO PRESATXU 11A (48410)
5502,DONIBANE AUZOA 5B (48410)
5503,MEATZA AUZOA 4 (48410)
5504,OROZCO
5505,ELIZABARRI KALEA 12 (48210)
5506,LEKUBARRI AUZOA 3 (48419)
5507,LUGAR BARRIO BENGOETXEA 4B (48419)
5508,LUGAR BARRIO OKELURI 2A (48419)
5509,ETXEBARRI AUZOA 2 (48419)
5510,GORBEA 18
5511,BERAZA AUZOA 26 (48410)
5512,UGALDE AUZOA 1 (48419)
5513,OROZCO
5514,LUGAR BARRIO IBARRA 16B (48419)
5515,FRANCISCO MUÑOZ KALEA 9 (48410)
5516,BENGOETXEA AUZOA 15 (48410)
5517,LUGAR BARRIO MURUETA 2A (48419)
5518,UDIAGA AUZOA
5519,ASTOAGA AUZOA
5520,ARBAIZA AUZOA
5521,ARBAIZA AUZOA
5522,Bº ZABALE
5523,AIZETZA AUZOA 12 (48410)
5524,BARRIO ISASI
5525,GRUPO AIEGA 35
5526,URIOSTE AUZOA 36  
5527,Bº NOCEDAL
5528,NOCEDAL 22
5529,LUGAR BARRIO TRIANO 28002  
5530,URIOSTE 40
5531,OTXARTAGA 
5532,NOCEDAL AUZOA 8  
5533,BAÑALES AUZOA 34  
5534,URIOSTE Nº14
5535,Bº BAÑALES
5536,LA MANZANERA
5537,LUGAR BARRIO URIOSTE 99H (48530)
5538,LUGAR BARRIO GOLIFAR 25A (48530)
5539,MENDIALDE ETXETALDEA 54 (48530)
5540,Bº SAUGAL 25
5541,MEAZTEGI GOLF
5542,UNNAMED ROAD  ()
5543,ETORBIDEA LASAGABASTER 16E (48530)
5544,Bº SAUGAL
5545,AVDA. MINERO Nº 19
5546,"Bº MENDIALDE, 42"
5547,Bº LA RALERA
5548,LAS LOSINAS
5549,LAS LOSINAS
5550,LUGAR BARRIO GOLIFAR 21BIS (48530)
5551,LA ESTACIÓN HIRIBIDEA 25 (48530)
5552,NOCEDAL 8
5553,NOCEDAL AUZOA 24 (48530)
5554,LUGAR BARRIO PICON 11B (48500)
5555,CADEGAL 5
5556,"FINCA 101,CAPETILLO, NOCEDAL"
5557,RALERA AUZOA 73 (48530)
5558,Bº LA LEJANA (LA ARBOLEDA)
5559,"OTXARTAGA, 12"
5560,CRUCE SUBIDA LA ARBLEDA CON Bº DE ORCONERA
5561,"OTXARTAGA, 1"
5562,NOCEDAL AUZOA 50 (48530)
5563,BARAKALDO-LA ARENA BIDEGORRIA  (48530)
5564,FUNIKULAR KALEA 36 (48530)
5565,CATALINA GIBAJA 7 4º IZDA.
5566,P.I. GRANADA
5567,"LASAGABASTER, 10 (48530)"
5568,LUGAR BARRIO SAUGAL 68 (48530)
5569,LUGAR BARRIO NOCEDAL 36B (48530)
5570,BI-3791 42 (48530)
5571,AV. DEL MINERO MEATZARI ETORBIDEA 13 (48530)
5572,N-634 8 (48500)
5573,NOCEDAL
5574,NOCEDAL  69
5575,C/ LA LLANA
5576,NOCEDAL 22
5577,GORBEA 25 4º
5578,"AIEGA, 13 (48530)"
5579,Bº URIOSTE Nº 107
5580,ALEGA 13
5581,LUGAR BARRIO NOCEDAL 50B (48530)
5582,LUGAR BARRIO NOCEDAL 79C (48530)
5583,HUERTA BARRACON
5584,ZONA BALLONTI
5585,ZONA DEL BARRACÓN - URIOSTE (48530)
5586,GANGUREN ETXETALDEA 7 (48530)
5587,URIOSTE
5588,LA LLANA KALEA 36 (48530)
5589,LA RALERA Nº 34
5590,LUGAR BARRIO CADEGAL 38 (48530)
5591,ETORBIDEA LASAGABASTER 21A (48530)
5592,ETORBIDEA LASAGABASTER 21A (48530)
5593,Bº LA RALERA  JUNTO AL Nº 19
5594,BARRIO GOLIFAR (48530)
5595,AV BILBAO 7
5596,"Bº NOCEDAL, 105"
5597,LA BALSA DE GOLIFAR
5598,LUGAR BARRIO MENDIALDE 48D (48530)
5599,LUGAR BARRIO SAUGAL 45 (48530)
5600,B º NOCEDAL
5601,AYEGA 49
5602,BIDEGORRI KM 8 Bº NOCEDAL
5603,MENDIALDE ETXETALDEA 44C (48530)
5604,CHURRUCA ETXETALDEA 1 (48510)
5605,AVENIDA BILBAO 9
5606,LASAGABASTER 9
5607,AVENIDA ESTACION 23
5608,ETORBIDEA BILBAO 23O (48530)
5609,GORBEA ETXETALDEA 22 (48530)
5610,Bº SAUGAL Nº  45 
5611,"Bº LA RALERA, 3"
5612,Bº CADEGAL Nº 5
5613,URIOSTE AUZOA 62 (48530)
5614,Bº NOCEDAL Nº 87
5615,CAMINO MANZANEDA 
5616,BO RALERA 34
5617,BO NOCEDAL 58
5618,GP AYEGA 35
5619,CL ETXEZURI 2-B
5620,GP OTXARTAGA 1
5621,"C/ ELIZABARRI, Nº 12"
5622,ILUNTXO
5623,HONTZA EXTREM
5624,"BASOGAIBURU, 6"
5625,PARAJE AMEZOLA
5626,ITURRIZAR IBILBIDEA - BIDEGORRI
5627,MAINONDO AUZOA
5628,KEREIXARA
5629,"ZELAIETABIDE, 10"
5630,ZELAIETA BIDEA 10
5631,GORDOBIL
5632,"SAGASTI KALEA, 4"
5633,"SAGASTI KALEA, 12"
5634,"OSPITAL KALE, 30"
5635,"URIBARRENA,36"
5636,Bº ANDAPARALUZETA
5637,"C/ BASOGAIBURU, Nº 9"
5638,ELIZABARRI KALEA 10 (48210)
5639,ELIZABARRI KALEA 10 (48210)
5640,ISUZKIZA
5641,SARATXAGA Nº4
5642,LABASTURE Nº1
5643,ISUSKIZA
5644,SARATXAGAS
5645,JUNQUERA BIDEA 
5646,ISUSKIZA Nº 146
5647,ISUSKIZA 300 PARCELA 1
5648,ZABALAZPI NUMERO 4
5649,ISUSKITZA AUZOA 237  
5650,ZABALAZPI 3
5651,ISUSKIZA 67
5652,SARATXAGA 4
5653,GANDIA Nº9
5654,BERREAGA 3
5655,ISUSKIZA Nº 129
5656,AREATZA Nº29 Y Nº31
5657,ISUSKIZA Nº74
5658,ISUSKIZA Nº219
5659,ISUSKIZA 10
5660,ZONA FANGOSA
5661,SARATXAGA 21
5662,TXIPIO Nº4
5663,ISUSKIZA Nº 301 - 10
5664,ISUSKIZA Nº231
5665,"ANDRA MARI, 21 - 2"
5666,"KUKUTZE, 2"
5667,"GATZAMINA, 11"
5668,ISUSKIZA Nº69
5669,"SARATXAGA, 28"
5670,ISUSKIZA Nº 68
5671,ISUSKITZA AUZOA 49  
5672,SARATXAGA 25
5673,ISUSKIZA Nº212
5674,ISUSKIZA Nº218
5675,"TXIPIO, Nº15"
5676,ISUSKIZA Nº251
5677,LUGAR BARRIO ISUSKIZA 301010 (48620)
5678,ISUSKIZA Nº241
5679,ISUSKIZA 232
5680,LUGAR BARRIO ISUSKIZA 148
5681,ISUSKITZA AUZOA 68 (48620)
5682,ISUSKITZA AUZOA 218 (48620)
5683,IBAIAGA Nº12B
5684,ISUSKIZA Nº49
5685,"ISUSKITZA AUZOA, 174"
5686,"ISUSKITZA AUZOA, 174"
5687,ISUSKIZA Nº241
5688,ISUSKIZA Nº241
5689,BO ISUSKIZA 161
5690,EL FRONTÓN 6- 4º D
5691,LA PAZ Nº6
5692,ESCALERAS ESTACIÓN RENFE
5693,ETAUREGI
5694,VEGA DE IBARRA
5695,AVENIDA CARLOS VII ETORBIDEA 34 (48920)
5696,MANUEL CALVO
5697,ESTEBAN HERNANDORENA
5698,ETAUREGI 6
5699,FORJA 13
5700,VILLANUEVA ETXETALDEA
5701,RAMÓN Y CAJAL 35
5702,GRUPO VILLANUEVA
5703,ESTEBAN HERNANDORENA 18
5704,ABARRA 12
5705,GENERAL CASTAÑOS 101-4º IZQ
5706,GRUMETE DIEGO 26-2º B
5707,GRUMETE DIEGO 22-3ºD
5708,FERDINAND ARNODIN 4
5709,PARQUE DE LA FLORIDA
5710,   
5711,CEMENTERIO
5712,CRISTOBAL COLON KALEA 19  
5713,ARABETA 26
5714,PARQUE LA FLORIDA
5715,CAMPANZAR AUZOA 25 (48920)
5716,ESTEBAN HERNANDORENA 18
5717,CARLOS VII CEMENTERIO
5718,FEDERICO MARTINEZ  6
5719,ORTUÑO DE ALANGO 37-5ºC
5720,ORTUÑO DE ALANGO 39-3ºI
5721,GRUPO VILLANUEVA 55
5722,SAN PEDRO 9-5ºD
5723,AZETA 1
5724,AV LOS LLANOS 1
5725,CL ESTEBAN HERNANDORENA 14
5726,CL EL FRONTON 6
5727,MAHASTIAK KALEA 67  
5728,C/ BULLON 22 - 2º
5729,BARRIO VILLAR Nº23 
5730,"TRAVESÍA BULLÓN 10, 4A"
5731,TRAVESÍA DE BULLON ZEHARKALEA 10  
5732,IPARRAGIRRE Nº 75A- 2ºB
5733,IPARRAGIRRE 77 BAJO DERECHA
5734,VALLEJO 9 5ºB
5735,MONTE SERANTES
5736,BALLENI KALEA 30A  
5737,MONTE SERANTES 4
5738,IPARRAGIRRE ETORBIDEA 121002  
5739,ALMIRANTE CHURRUCA
5740,SUBIDA SERANTES
5741,PAJARES Nº41
5742,CUESTA HOSPITAL ALTO
5743,"AXULAR, 13 5B"
5744,PARQUE MIRABUENO
5745,VILLAR
5746,CUESTA DEL HOSPITAL ALTO
5747,VILLAR
5748,EL CALERO 3
5749,PLAZA COSCOJALES NUMERO 6 PISO 7-B
5750,JUAN XXIII   17- 8 IZDA
5751,BULLON
5752,TOCEDO
5753,BULLÓN
5754,AXULAR
5755,RANZARI S/N
5756,ANTONIO ALZAGA
5757,PAJARES
5758,"ITSAS ALDE, 20-7ºC"
5759,BULLON 4
5760,CRISTOBAL MURRIETA Nº 70
5761,JUAN JOSE DE LA QUINTANA
5762,HERMANOS LARRARTE 17 TRASERA
5763,CAMINO SERANTES IGOERA 4  
5764,PASEO REINA VICTORIA-PISCINAS DE VERANO
5765,CALLE MENDI ALDE 15
5766,BARRIO VILLAR 33
5767,SANTA EULALIA Nº 38
5768,SANTA EULALIA 38
5769,PASEO REINA VICTORIA
5770,TRAVESIA BULLON 8
5771,TRAVESÍA DE BULLON ZEHARKALEA 8 (48980)
5772,"CUETO, 50"
5773,ANTONIO ALZAGA 166 C
5774,BULLON 4
5775,CUETO Nº 50
5776,TRAVESIA BULLON Nº10-4º
5777,TRAVESIA BULLON Nº10-4º
5778,AVD. CRISTOBAL DE MURRIETA Nº18-8º
5779,Bª VILLAR
5780,Bª VILLAR
5781,BO CERCAMAR 6-C
5782,BO CUETO 54
5783,CL BULLON 22
5784,CL JENARO ORAA 45
5785,CL MAMARIGA 67
5786,ALBERTO 
5787,JUAN CRISOSTOMO ARRIAGA KALEA 5 (48910)
5788,POLIGONO IBARZAHARRA
5789,COLEGIO MARKONZAGA SESTAO
5790,PABLO SARASATE
5791,PZA. EL KASKO 4
5792,BUENAVISTA 18
5793,GRAN VÍA 83
5794,PABLO SARASATE 12
5795,ONDEJEDA
5796,ANDRES DE JAUREGUIBEITIA
5797,ALAMENDA DE LAS LLANAS
5798,PZA. EL ORFEON
5799,GRUPO DEL CARMEN BLOQUE K
5800,PLAZA MARKONZAGA
5801,GP NUESTRA SEÑORA DEL CARMEN 3
5802,CL ANDRES DE JAUREGUIBEITIA 2
5803,GOIRI KALEA 16  
5804,GOIETXA BIDEA 18
5805,SIN DIRECCIÓN
5806,"GOIETXA BIDEA, 18"
5807,"GOIETXA BIDEA, 18"
5808,GOIETXA BIDEA 18
5809,GOIETXA BIDEA 18
5810,"GOIETXA BIDEA, 18"
5811,LANTEGI BATUAK SONDIKA CENTRO OLA BBK
5812,SAN ROKE BEKOA 5
5813,POLÍGONO INDUSTRIAL SONDIKA
5814,"GESURAGA KALEA, 23"
5815,ERREMENTERIA 36
5816,GESURAGA KALEA 23  
5817,ACCESO TERMINAL DE CARGA AEROPUERTO
5818,ARESTI  1
5819,SIN DIRECCIÓN
5820,ARESTI
5821,PLAZA SANGRONIZ
5822,BERESA BIDEA
5823,ERROTA BIDEA
5824,IZARZA BIDEA
5825,"SAN ROKE BEKOA, 13"
5826,TERMINAL DE CARGA AEROPUERTO
5827,IÑARRATZA BIDEA
5828,ERREKA GANE
5829,SANGRONIZ BIDEA
5830,GORONDA BEKO
5831,ERROTA BIDEA
5832,GORONDA 1
5833,ARESTI BIDEA
5834,"PIKE BIDEA, 10"
5835,ENEKONE 3
5836,"TXORIERRI, 46-PABELLÓN 14 "
5837,ERROTA BIDEA
5838,"GOIETXA BIDEA, 18"
5839,BIDEA ARESTI 40A (48150)
5840,IBERRE KALEA
5841,GORONDA BIDEA 2
5842,"JULIO ARTETXE, 29"
5843,IZARZA 9
5844,PREGUNTI 19
5845,SANGRONIIZ 3
5846,ARESTI 64
5847,SAGARRETA 10
5848,GORONDA BEKOA
5849,TUNELES DE ARTXANDA
5850,"ARESTI BIDEA, 64"
5851,PARQUE DE LARRABARRENA
5852,"SANGRONIZ BIDEA, 20"
5853,BEREZA BIDEA 
5854,ENEKONE
5855,ITURRIKOSOLO KALEA
5856,"GOIETXA BIDEA, 24"
5857,GATZARRIÑE
5858,"GORONDA BEKO BIDEA, 1"
5859,"GESURAGA, 21"
5860,"ENEKONE BIDEA, 26"
5861,"LEHENDAKARI J.A. AGIRRE, 19"
5862,"ARTXANDA-ENEKURI, 59"
5863,"GESURAGA, 21 "
5864,PIKE BIDEA 5
5865,"GOIETXA BIDEA, 18"
5866,"MITXINE BIDE, 2"
5867,"IBAIONDO KALEA, 77"
5868,"OLA BIDEA, 6"
5869,IBAIONDO BIDEA
5870,"ATETXABALETA BIDEA, 1"
5871,MONTE
5872,MONTE
5873,CL ERREMENTERIA 82
5874,GATZARRIÑE 54
5875,GORRONDATXE BIDEA 90  
5876,"PLAZARTE Nº51, 3º"
5877,GATZARRIÑE KALEA 30  
5878,"C/MENDIETA, 11"
5879,ARTADIBIDE 27
5880,ATXABIRIBIL 48
5881,ARRIATERA 61B 4ºIZQ
5882,OLABIDE Nº4 PABELLON
5883,"C/LOIOLA ANDER DEUNA, 25"
5884,   
5885,"C/GATZARRIÑE, 88"
5886,GOBELONDO-3-3º
5887,"C/GATZARRIÑE, 69"
5888,AKILINO ARRIOLA Nº 60
5889,BIDEBITARTE 4 A
5890,CAMINO ZIENTOETXE
5891,KALEA GATZARRINE 85  
5892,KALEA GATZARRINE 45B  
5893,ATXARTE 23
5894,"C/GATZARRIÑE, 30"
5895,ARRIETARA 60BJ
5896,LOIOLA ZEHARBIDE Nº18
5897,GATZARRIÑE Nº 74
5898,GATZARRIÑE 26
5899,GATZARRIÑE 94
5900,RIPA
5901,OLABIDE 13
5902,ARTADIBIDE KALEA 16 (48600)
5903,GATZARRIÑE KALEA 24 (48600)
5904,SOPELA C/ GOBELONDO
5905,TRAVESIA LOIOLA Nº 18
5906,RIPA
5907,RIPA KALEA 43 (48600)
5908,GANEBARRI
5909,SERTUCHA 4
5910,LOIOLA ANDER DEUNA 160
5911,GATZARRIÑE Nº71
5912,MENDIETA 3
5913,"C/ARRIATERA, 59-A"
5914,"AKILINO ARRIOLA, 57"
5915,AKILINO ARRIOLA Nº57
5916,ARABETA 22
5917,LARRONDOGANE/ANTZARPOTXU
5918,SIPIRI
5919,GOBELONDO 7
5920,SIPIRI 4
5921,BAREÑO Nº 15
5922,MENDIETA-20A
5923,LARRONDOGANE-9
5924,SOPELANA
5925,LOIOLA ANDER DEUNA 160
5926,ASUBIDE
5927,GOBELABIDE 8
5928,KALE ELEIZBIDE 11
5929,GATZARRIÑE 47
5930,C/AKILINO ARRIOLA Nº60
5931,LARRONDOBEKO Nº 4
5932,GATZARRIÑE 88
5933,TROKABIDE 17-19
5934,FREIDIMENDI
5935,AKILINO ARRIOLA 54
5936,LOIOLA ANDER DEUNA 20
5937,ATXABIRIBIL
5938,GATZARRIÑE 88
5939,GATZARRIÑE 88
5940,GATZARRIÑE
5941,TROKABIDE Nº4
5942,SUGURDIALDE 34
5943,LOIOLA ANDER DEUNA 1
5944,SABINO ARANA 31 IZQ
5945,LOIOLA ANDER DEUNA
5946,LANDALUZE 30 ADOSADO
5947,BIDEBIETA  2  4B
5948,ATXABIRIBIL
5949,MENDIETA  11
5950,INGESTABASO KALEA  (48600)
5951,CL BIDEBITARTE 4-A
5952,CL GATZARRINE 45-C
5953,LA ARCILLA KALEA
5954,ARENAO
5955,LA BALUGA 4
5956,LAS BARRIETAS AUZOA
5957,BARRIETAS
5958,BI-3601 59  
5959,LUGAR BARRIO LAS MUÑECAS 1A  
5960,SAN ROQUE
5961,BARRIETAS
5962,"ALLENDE, 1"
5963,"MERCADILLO, 52"
5964,"LAS RIVAS, 5"
5965,"LAS MUÑECAS, 27"
5966,EL ALISAL 19
5967,EL ALISAL 19
5968,"MERCADILLO, 48"
5969,AVELLANEDA 13
5970,OBEKURI 28
5971,LA BALUGA 43
5972,"CARRAL, 7"
5973,ARROYOS 7  
5974,LAS MUÑECAS
5975,"LAS MUÑECAS, 26B"
5976,"CASTAÑO, 1"
5977,"ALISAL, 19"
5978,LUGAR BARRIO LAS MUÑECAS 6A  
5979,"JARRALTA, 4B"
5980,"LA CUBERÍA, 3"
5981,"LACILLA, 4"
5982,EL CASTAÑO
5983,"CARRAL, 1"
5984,LA ERCILLA 9
5985,LA ARCILLA 9
5986,"LAS BARRIETAS, 16"
5987,"BARRIETAS, 16"
5988,"LAS MUÑECAS, 23"
5989,A MELLO BIDEA   
5990,LUGAR BARRIO LAS MUÑECAS 23E  
5991,"CARRAL, 48"
5992,"ARCILLA,9"
5993,LA SOTA
5994,ALEN
5995,"LAS MUÑECAS, 23A"
5996,"ALISAL, 35"
5997,"ALISAL, 14"
5998,"ALISAL, 20"
5999,"MERCADILLO, 52"
6000,"SAN CRISTOBAL, 2"
6001,"AVELLANEDA AUZOA, 2"
6002,"EL CASTAÑO VIEJO, 2"
6003,"BARRIO EL RAYÓN, 4"
6004,"LAS RIBAS AUZOA, 3"
6005,LA SOTA
6006,JARRALTA
6007,"MERCADILLO, 80"
6008,CANTERA SOPUERTA
6009,SOPUERTA CANTERA
6010,BARRIÓ ALISAL
6011,BARRIO ALISAL
6012,"LLANTADA, 3"
6013,"ALISAL, 2"
6014,EL CASTAÑO
6015,EL CASTAÑO AUZOA
6016,"ALÉN,1"
6017,ALISAL
6018,"SANTA GADEA, 7"
6019,MALABRIGO AUZOA 24
6020,"LAS RIBAS, 4"
6021,"ALISAL, 26"
6022,"EL CASTAÑO, 11"
6023,JARRALTA
6024,"ALISAL, 24"
6025,EL ALISAL
6026,EL ALISAL 
6027,"ALISAL, 14"
6028,LAS BARRIETAS 
6029,MERCADILLO 19
6030,LLANTADA 3
6031,JARRALTA
6032,"EL CASTAÑO VIEJO, 2"
6033,LAS MUÑECAS
6034,LA SOTA AUZOA
6035,MERCADILLO 19
6036,LAS RIVAS 27
6037,LAS RIVAS Nº 6
6038,EL RAYÓN Nº 1
6039,LAS MUÑECAS Nº 9
6040,EL ALISAL Nº 6
6041,LA JARA 19
6042,"CARRAL, 11"
6043,CARRAL 40
6044,"EL CASTAÑO NUEVO, 9"
6045,ERMITA EL PILAR
6046,"MERCADILLO, 54"
6047,"EL ALISAL, 4"
6048,JARRALTA
6049,ARENAO 1
6050,EL ALISAL 
6051,ARROYOS
6052,EL CASTAÑO
6053,EL CASTAÑO
6054,LA BALUGA
6055,"CALLE MERCADILLO, 8A"
6056,"CARR. MERCADILLO, 7"
6057,"ALISAL, 24"
6058,"LAS MUÑECAS, 33"
6059,SAN MARTÍN DE CARRAL (Bº REVILLA) Nº 1
6060,LLANTADA Nº 3
6061,LOS COTARROS Nº 1
6062,LA BALUGA 20 D
6063,"LA SOTA, 6"
6064,LA BALUGA 20 E-1
6065,"EL ALISAL,19"
6066,"EL SEL, 37"
6067,"MERCADILLO, 64"
6068,"AVELLANEDA, 37"
6069,"CARRAL, 48"
6070,"MERCADILLO, 55"
6071,"LAS MUÑECAS, 20"
6072,LAS MUÑECAS 19
6073,ELEIZONDO 11
6074,"CARRAL, 15"
6075,"SAN CRISTOBAL,2"
6076,EL ALISAL 
6077,"LA AVELLANEDA AUZOA, 29"
6078,"LA AVELLANEDA AUZOA, 29"
6079,"LA AVELLANEDA AUZOA, 29"
6080,"MERCADILLO, 22"
6081,LEHENDAKARI AGUIRRE
6082,"MERCADILLO, 46"
